date,leader,role,approve,disapprove,undecided,net,printings,agreeing,disputed,date_basis,label,first_issue,issues
1977-07-23,fraser,pm,37,49,14,-12,12,12,0,printed,"July 16,23",1977-08-06,nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243279 nla.obj-1550243620 nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244333
1977-07-23,whitlam,opposition,40,43,17,-3,11,11,0,printed,"July 16,23",1977-08-06,nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244183 nla.obj-1550244333
1977-08-06,fraser,pm,37,47,16,-10,5,5,0,printed,"July 30, Aug 6",1977-08-20,nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493
1977-08-06,whitlam,opposition,41,41,18,0,5,5,0,printed,"July 30, Aug 6",1977-08-20,nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493
1977-08-13,fraser,pm,36,47,17,-11,6,6,0,printed,"Aug 13",1977-09-10,nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243279 nla.obj-1550243620
1977-08-13,whitlam,opposition,39,44,17,-5,4,4,0,printed,"Aug 13",1977-09-10,nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860
1977-08-20,fraser,pm,39,47,14,-8,2,2,0,printed,"Aug 13,20",1977-09-03,nla.obj-1544328289 nla.obj-1544328455
1977-08-20,whitlam,opposition,41,43,16,-2,2,2,0,printed,"Aug 13,20",1977-09-03,nla.obj-1544328289 nla.obj-1544328455
1977-08-27,fraser,pm,42,48,10,-6,9,9,0,printed,"Aug 20,27",1977-09-10,nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243279 nla.obj-1550243620 nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244333
1977-08-27,whitlam,opposition,42,43,15,-1,8,8,0,printed,"Aug 20,27",1977-09-10,nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244183 nla.obj-1550244333
1977-09-10,fraser,pm,37,48,15,-11,4,4,0,printed,"Sept 3, 10",1977-09-24,nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243279
1977-09-10,whitlam,opposition,38,44,18,-6,3,3,0,printed,"Sept 3,10",1977-09-24,nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860
1977-09-24,fraser,pm,39,46,15,-7,6,6,0,printed,"Sept 17,24",1977-10-08,nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243279 nla.obj-1550243620 nla.obj-1550243810 nla.obj-1550244333
1977-09-24,whitlam,opposition,38,44,18,-6,6,6,0,printed,"Sept 17,24",1977-10-08,nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244183 nla.obj-1550244333
1977-10-08,fraser,pm,40,44,16,-4,4,4,0,printed,"October 1,8",1977-10-22,nla.obj-1550242860 nla.obj-1550243279 nla.obj-1550243620 nla.obj-1550243810
1977-10-08,whitlam,opposition,36,45,19,-9,2,2,0,printed,"October 1,8",1977-10-22,nla.obj-1550242860 nla.obj-1550243810
1977-10-22,fraser,pm,37,48,15,-11,4,4,0,printed,"October 15,22",1977-11-05,nla.obj-1550243279 nla.obj-1550243620 nla.obj-1550243810 nla.obj-1550244333
1977-10-22,whitlam,opposition,39,44,17,-5,4,4,0,printed,"Oct 15,22",1977-11-19,nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244183 nla.obj-1550244333
1977-10-29,fraser,pm,41,44,15,-3,1,1,0,printed,"October 29",1977-11-12,nla.obj-1550243620
1977-10-30,fraser,pm,41,44,15,-3,2,2,0,printed,"Oct 29,30",1977-11-19,nla.obj-1550243810 nla.obj-1550244333
1977-10-30,whitlam,opposition,36,46,18,-10,4,4,0,printed,"Oct 29,30",1977-11-19,nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244183 nla.obj-1550244333
1977-11-06,fraser,pm,38,45,17,-7,2,2,0,printed,"Nov 5,6",1977-11-19,nla.obj-1550243810 nla.obj-1550244333
1977-11-06,whitlam,opposition,30,50,20,-20,4,4,0,printed,"Nov 5, 6",1977-11-19,nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244183 nla.obj-1550244333
1977-11-13,fraser,pm,37,48,15,-11,1,1,0,printed,"November 12,13",1977-12-10,nla.obj-1550244333
1977-11-13,whitlam,opposition,33,47,20,-14,3,3,0,printed,"November 12,13",1977-11-26,nla.obj-1550243981 nla.obj-1550244183 nla.obj-1550244333
1977-11-15,hayden,opposition,33,47,20,-14,3,3,0,month,"1977 November",1978-02-14,nla.obj-1551207854 nla.obj-1605252830 nla.obj-1874164164
1977-11-20,fraser,pm,38,46,16,-8,1,1,0,printed,"November 19,20",1977-12-10,nla.obj-1550244333
1977-11-20,whitlam,opposition,39,42,19,-3,2,2,0,printed,"Nov 19,20",1977-12-03,nla.obj-1550244183 nla.obj-1550244333
1977-11-27,fraser,pm,40,44,16,-4,1,1,0,printed,"November 26,27",1977-12-10,nla.obj-1550244333
1977-11-27,whitlam,opposition,35,49,16,-14,1,1,0,printed,"November 26, 27",1977-12-10,nla.obj-1550244333
1977-12-04,fraser,pm,44,42,14,2,9,9,0,printed,"Dec 3, 4",1978-02-14,nla.obj-1551206409 nla.obj-1551207854 nla.obj-1589770088 nla.obj-1589770979 nla.obj-1605252830 nla.obj-1605252987 nla.obj-1606056588 nla.obj-1606056974 nla.obj-1874164164
1977-12-04,hayden,opposition,36,47,17,-11,3,3,0,printed,"Dec 3, 4",1978-02-14,nla.obj-1551207854 nla.obj-1605252830 nla.obj-1874164164
1978-01-14,hayden,opposition,36,13,51,23,1,1,0,printed,"1978 January 14,",1978-07-04,nla.obj-1606056410
1978-01-21,fraser,pm,47,35,18,12,8,8,0,printed,"1978 Jan 14,21",1978-02-14,nla.obj-1551206409 nla.obj-1551207854 nla.obj-1551211918 nla.obj-1605252830 nla.obj-1605252987 nla.obj-1606056588 nla.obj-1606056974 nla.obj-1874164164
1978-01-21,hayden,opposition,36,13,51,23,2,2,0,printed,"1978 Jan 14, 21",1978-04-04,nla.obj-1551206409 nla.obj-1551211918
1978-02-04,fraser,pm,57,29,14,28,20,20,0,printed,"Jan 28, Feb 4",1978-02-21,nla.obj-1397359241 nla.obj-1397363031 nla.obj-1551206409 nla.obj-1552764494 nla.obj-1552767939 nla.obj-1552768769 nla.obj-1589770088 nla.obj-1589770979 nla.obj-1589771550 nla.obj-1589774021 nla.obj-1590904011 nla.obj-1590955401 nla.obj-1599249950 nla.obj-1605252987 nla.obj-1606056410 nla.obj-1606056588 nla.obj-1606056974 nla.obj-1606057733 nla.obj-1606058306 nla.obj-1874164164
1978-02-04,hayden,opposition,38,16,46,22,13,8,0,printed,"Jan 28, Feb 4",1978-04-04,nla.obj-1397359241 nla.obj-1397363031 nla.obj-1551206409 nla.obj-1552764494 nla.obj-1552767939 nla.obj-1552768769 nla.obj-1589771550 nla.obj-1589774021 nla.obj-1590904011 nla.obj-1590955401 nla.obj-1599249950 nla.obj-1606057733 nla.obj-1606058306
1978-02-18,fraser,pm,52,33,15,19,6,6,0,printed,"Feb 11, 18",1978-03-21,nla.obj-1551206409 nla.obj-1551211918 nla.obj-1606056410 nla.obj-1606056588 nla.obj-1606056974 nla.obj-1874164164
1978-02-18,hayden,opposition,42,15,43,27,2,2,0,printed,"Feb 11, 18",1978-04-04,nla.obj-1551206409 nla.obj-1551211918
1978-02-26,fraser,pm,46,37,17,9,2,2,0,printed,"Feb 25,26",1978-03-21,nla.obj-1551206409 nla.obj-1874164164
1978-02-26,hayden,opposition,42,15,43,27,1,1,0,printed,"Feb 25,26",1978-04-04,nla.obj-1551206409
1978-03-11,fraser,pm,47,37,16,10,7,7,0,printed,"Mar 4, 11",1978-04-04,nla.obj-1551206409 nla.obj-1551211918 nla.obj-1606056410 nla.obj-1606056588 nla.obj-1606056974 nla.obj-1606057733 nla.obj-1606058306
1978-03-11,hayden,opposition,43,16,41,27,4,4,0,printed,"Mar 4, 11",1978-04-04,nla.obj-1551206409 nla.obj-1551211918 nla.obj-1606057733 nla.obj-1606058306
1978-04-08,fraser,pm,45,40,15,5,5,5,0,printed,"April 1,8",1978-06-20,nla.obj-1551211918 nla.obj-1606056410 nla.obj-1606056588 nla.obj-1606056974 nla.obj-1606057733
1978-04-08,hayden,opposition,49,18,33,31,2,2,0,printed,"April 1,8",1978-06-20,nla.obj-1551211918 nla.obj-1606057733
1978-04-22,fraser,pm,49,36,15,13,3,3,0,printed,"April 15,22",1978-06-20,nla.obj-1551211918 nla.obj-1606056410 nla.obj-1606056588
1978-04-22,hayden,opposition,47,19,34,28,1,1,0,printed,"April 15,22",1978-06-20,nla.obj-1551211918
1978-05-06,fraser,pm,49,34,17,15,8,8,0,printed,"Apr. 29, May 6",1978-06-20,nla.obj-1551211918 nla.obj-1589770088 nla.obj-1589770979 nla.obj-1589771550 nla.obj-1589772944 nla.obj-1589774021 nla.obj-1606056410 nla.obj-1606057733
1978-05-06,hayden,opposition,45,21,34,24,4,4,0,printed,"April 29, May 6",1978-06-20,nla.obj-1551211918 nla.obj-1589771550 nla.obj-1589774021 nla.obj-1606057733
1978-05-20,fraser,pm,50,34,16,16,3,3,0,printed,"May 13, 20",1978-06-20,nla.obj-1551211918 nla.obj-1606056410 nla.obj-1606056588
1978-05-20,hayden,opposition,49,18,33,31,1,1,0,printed,"May 13,20",1978-06-20,nla.obj-1551211918
1978-06-03,fraser,pm,43,37,20,6,3,3,0,printed,"May 27, June 3",1978-07-04,nla.obj-1606056410 nla.obj-1606056588 nla.obj-1606057733
1978-06-03,hayden,opposition,45,21,34,24,1,1,0,printed,"May 27, June 3",1978-08-08,nla.obj-1606057733
1978-06-17,fraser,pm,44,38,18,6,4,4,0,printed,"June 10, 17",1978-07-11,nla.obj-1589770088 nla.obj-1589770979 nla.obj-1606056588 nla.obj-1606057733
1978-06-17,hayden,opposition,47,20,33,27,1,1,0,printed,"June 10, 17",1978-08-08,nla.obj-1606057733
1978-07-01,fraser,pm,43,43,14,0,1,1,0,printed,"June 24, July 1",1978-08-08,nla.obj-1606057733
1978-07-01,hayden,opposition,45,21,34,24,1,1,0,printed,"June 24, July 1",1978-08-08,nla.obj-1606057733
1978-07-15,fraser,pm,41,47,12,-6,1,1,0,printed,"July 8, 15",1978-08-08,nla.obj-1606057733
1978-07-15,hayden,opposition,48,21,31,27,1,1,0,printed,"July 8, 15",1978-08-08,nla.obj-1606057733
1978-08-12,fraser,pm,40,49,11,-9,11,11,0,printed,"August 5, 12",1978-10-10,nla.obj-1397359241 nla.obj-1397363031 nla.obj-1397364786 nla.obj-1589770088 nla.obj-1589770979 nla.obj-1589771550 nla.obj-1589772944 nla.obj-1589774021 nla.obj-1590904011 nla.obj-1663322423 nla.obj-1874714862
1978-08-12,hayden,opposition,48,22,30,26,9,9,0,printed,"August 5, 12",1978-11-07,nla.obj-1397359241 nla.obj-1397361669 nla.obj-1397363031 nla.obj-1397364786 nla.obj-1589771550 nla.obj-1589774021 nla.obj-1590904011 nla.obj-1663322423 nla.obj-1874714862
1978-08-19,fraser,pm,31,56,13,-25,15,15,0,printed,"August 19",1978-10-10,nla.obj-1397359241 nla.obj-1397363031 nla.obj-1397364786 nla.obj-1552764494 nla.obj-1552767939 nla.obj-1552768769 nla.obj-1589770088 nla.obj-1589770979 nla.obj-1589771550 nla.obj-1589772944 nla.obj-1589774021 nla.obj-1590904011 nla.obj-1599249950 nla.obj-1663322423 nla.obj-1874714862
1978-08-19,hayden,opposition,53,16,31,37,11,11,0,printed,"August 19",1978-11-07,nla.obj-1397359241 nla.obj-1397361669 nla.obj-1397363031 nla.obj-1397364786 nla.obj-1552764494 nla.obj-1589771550 nla.obj-1589774021 nla.obj-1590904011 nla.obj-1599249950 nla.obj-1663322423 nla.obj-1874714862
1978-09-02,fraser,pm,31,56,13,-25,2,2,0,printed,"Aug 26, Sept 2",1978-10-10,nla.obj-1589770088 nla.obj-1589770979
1978-09-16,fraser,pm,33,53,14,-20,2,2,0,printed,"Sept 9, 16",1978-10-10,nla.obj-1589770088 nla.obj-1589770979
1978-09-30,fraser,pm,33,52,15,-19,4,4,0,printed,"Sept 23,30",1978-10-24,nla.obj-1589770979 nla.obj-1589771550 nla.obj-1589772944 nla.obj-1589774021
1978-09-30,hayden,opposition,47,25,28,22,2,2,0,printed,"Sept 23, 30",1978-11-07,nla.obj-1589771550 nla.obj-1589774021
1978-10-14,fraser,pm,35,50,15,-15,2,2,0,printed,"October 7, 14",1978-11-07,nla.obj-1589771550 nla.obj-1589772944
1978-10-14,hayden,opposition,46,22,32,24,1,1,0,printed,"October 7, 14",1978-11-07,nla.obj-1589771550
1978-10-28,fraser,pm,33,49,18,-16,4,4,0,printed,"October 21, 28",1978-12-05,nla.obj-1397359241 nla.obj-1397363031 nla.obj-1589772944 nla.obj-1589774021
1978-10-28,hayden,opposition,42,21,37,21,4,4,0,printed,"October 21, 28",1978-12-19,nla.obj-1397359241 nla.obj-1397361669 nla.obj-1397363031 nla.obj-1589774021
1978-11-11,fraser,pm,34,48,18,-14,4,4,0,printed,"November 4, 11",1978-12-05,nla.obj-1397359241 nla.obj-1397363031 nla.obj-1589772944 nla.obj-1589774021
1978-11-11,hayden,opposition,43,23,34,20,4,4,0,printed,"November 4, 11",1978-12-19,nla.obj-1397359241 nla.obj-1397361669 nla.obj-1397363031 nla.obj-1589774021
1978-11-25,fraser,pm,39,44,17,-5,3,3,0,printed,"November 18, 25",1978-12-19,nla.obj-1397359241 nla.obj-1397363031 nla.obj-1589774021
1978-11-25,hayden,opposition,42,25,33,17,4,4,0,printed,"November 18, 25",1978-12-19,nla.obj-1397359241 nla.obj-1397361669 nla.obj-1397363031 nla.obj-1589774021
1978-12-09,fraser,pm,34,52,14,-18,7,7,0,printed,"December 2, 9",1979-01-16,nla.obj-1397359241 nla.obj-1397363031 nla.obj-1397364786 nla.obj-1590904011 nla.obj-1590955401 nla.obj-1663322423 nla.obj-1874714862
1978-12-09,hayden,opposition,45,26,29,19,8,8,0,printed,"December 2, 9",1979-01-16,nla.obj-1397359241 nla.obj-1397361669 nla.obj-1397363031 nla.obj-1397364786 nla.obj-1590904011 nla.obj-1590955401 nla.obj-1663322423 nla.obj-1874714862
1979-01-20,fraser,pm,35,48,17,-13,5,5,0,printed,"1979 Jan 13,20",1979-02-13,nla.obj-1397361669 nla.obj-1397363031 nla.obj-1397364786 nla.obj-1663322423 nla.obj-1874714862
1979-01-20,hayden,opposition,41,25,34,16,5,5,0,printed,"1979 Jan 13, 20",1979-02-13,nla.obj-1397361669 nla.obj-1397363031 nla.obj-1397364786 nla.obj-1663322423 nla.obj-1874714862
1979-02-03,fraser,pm,39,45,16,-6,13,13,0,printed,"Jan 27, Feb 3",1979-02-27,nla.obj-1397363031 nla.obj-1397364786 nla.obj-1552763710 nla.obj-1552764494 nla.obj-1552767939 nla.obj-1552768769 nla.obj-1590904011 nla.obj-1590955401 nla.obj-1590965020 nla.obj-1591078367 nla.obj-1599249950 nla.obj-1663322423 nla.obj-1874714862
1979-02-03,hayden,opposition,42,24,34,18,13,13,0,printed,"Jan 27, Feb 3",1979-02-27,nla.obj-1397363031 nla.obj-1397364786 nla.obj-1552763710 nla.obj-1552764494 nla.obj-1552767939 nla.obj-1552768769 nla.obj-1590904011 nla.obj-1590955401 nla.obj-1590965020 nla.obj-1591078367 nla.obj-1599249950 nla.obj-1663322423 nla.obj-1874714862
1979-02-04,fraser,pm,57,29,14,28,3,3,0,printed,"Feb 4",1979-03-13,nla.obj-1397364786 nla.obj-1663322423 nla.obj-1874714862
1979-02-04,hayden,opposition,38,16,46,22,4,4,0,printed,"Feb 4",1979-02-13,nla.obj-1397361669 nla.obj-1397364786 nla.obj-1663322423 nla.obj-1874714862
1979-02-17,fraser,pm,35,47,18,-12,3,3,0,printed,"Feb 10, 17",1979-03-13,nla.obj-1397364786 nla.obj-1663322423 nla.obj-1874714862
1979-02-17,hayden,opposition,41,24,35,17,3,3,0,printed,"Feb 10, 17",1979-03-13,nla.obj-1397364786 nla.obj-1663322423 nla.obj-1874714862
1979-03-03,fraser,pm,34,49,17,-15,3,3,0,printed,"Feb 24, Mar 3",1979-03-27,nla.obj-1397364786 nla.obj-1590904011 nla.obj-1874714862
1979-03-03,hayden,opposition,44,24,32,20,3,3,0,printed,"Feb 24, Mar 3",1979-03-27,nla.obj-1397364786 nla.obj-1590904011 nla.obj-1874714862
1979-03-17,fraser,pm,31,52,17,-21,6,6,0,printed,"March 10,17",1979-04-10,nla.obj-1552763710 nla.obj-1552764494 nla.obj-1590955401 nla.obj-1590965020 nla.obj-1591078367 nla.obj-1874714862
1979-03-17,hayden,opposition,42,24,34,18,6,6,0,printed,"March 10, 17",1979-04-10,nla.obj-1552763710 nla.obj-1552764494 nla.obj-1590955401 nla.obj-1590965020 nla.obj-1591078367 nla.obj-1874714862
1979-04-14,fraser,pm,37,49,14,-12,2,2,0,printed,"April 7,14",1979-05-22,nla.obj-1590955401 nla.obj-1590965020
1979-04-14,hayden,opposition,45,25,30,20,2,2,0,printed,"April 7, 14",1979-05-22,nla.obj-1590955401 nla.obj-1590965020
1979-04-28,fraser,pm,36,49,15,-13,5,5,0,printed,"April 21,28",1979-05-22,nla.obj-1552763710 nla.obj-1552764494 nla.obj-1590955401 nla.obj-1590965020 nla.obj-1591078367
1979-04-28,hayden,opposition,42,26,32,16,5,5,0,printed,"April 21,28",1979-05-22,nla.obj-1552763710 nla.obj-1552764494 nla.obj-1590955401 nla.obj-1590965020 nla.obj-1591078367
1979-05-12,fraser,pm,34,49,17,-15,3,3,0,printed,"May 5, 12",1979-06-05,nla.obj-1552763710 nla.obj-1590965020 nla.obj-1591078367
1979-05-12,hayden,opposition,42,27,31,15,3,3,0,printed,"May 5,12",1979-06-05,nla.obj-1552763710 nla.obj-1590965020 nla.obj-1591078367
1979-05-26,fraser,pm,31,54,15,-23,3,3,0,printed,"May 19, 26",1979-06-19,nla.obj-1552763710 nla.obj-1552764494 nla.obj-1591078367
1979-05-26,hayden,opposition,44,28,28,16,3,3,0,printed,"May 19, 26",1979-06-19,nla.obj-1552763710 nla.obj-1552764494 nla.obj-1591078367
1979-06-09,fraser,pm,33,57,10,-24,5,5,0,printed,"June 2, 9",1979-07-03,nla.obj-1552763710 nla.obj-1552764494 nla.obj-1552767939 nla.obj-1552768769 nla.obj-1599249991
1979-06-09,hayden,opposition,47,29,24,18,6,6,0,printed,"June 2, 9",1979-07-03,nla.obj-1552763710 nla.obj-1552764494 nla.obj-1552767939 nla.obj-1552768769 nla.obj-1599249950 nla.obj-1599249991
1979-06-23,fraser,pm,28,59,13,-31,3,3,0,printed,"June 16,23",1979-07-17,nla.obj-1552764494 nla.obj-1552767939 nla.obj-1552768769
1979-06-23,hayden,opposition,41,30,29,11,3,3,0,printed,"June 16,23",1979-07-17,nla.obj-1552764494 nla.obj-1552767939 nla.obj-1552768769
1979-07-07,fraser,pm,29,58,13,-29,3,3,0,printed,"July 7",1979-09-11,nla.obj-1552767939 nla.obj-1552768769 nla.obj-1599249991
1979-07-07,hayden,opposition,42,28,30,14,5,5,0,printed,"July 7",1979-09-11,nla.obj-1552767939 nla.obj-1552768769 nla.obj-1599249950 nla.obj-1599249991 nla.obj-1599250035
1979-07-21,fraser,pm,29,57,14,-28,2,2,0,printed,"1979 July 14,21",1979-09-11,nla.obj-1552767939 nla.obj-1552768769
1979-07-21,hayden,opposition,44,26,30,18,2,2,0,printed,"1979 July 14, 21",1979-09-11,nla.obj-1552767939 nla.obj-1552768769
1979-08-04,fraser,pm,30,56,14,-26,2,2,0,printed,"1979 July 28, Aug 4",1979-09-11,nla.obj-1552767939 nla.obj-1552768769
1979-08-04,hayden,opposition,47,25,28,22,2,2,0,printed,"1979 July 28, Aug 4",1979-09-11,nla.obj-1552767939 nla.obj-1552768769
1979-08-15,peacock,unknown,44,23,33,21,3,3,0,month,"August, 1979",1983-04-19,nla.obj-1311899419 nla.obj-1314371540 nla.obj-1923534194
1979-08-18,fraser,pm,28,55,17,-27,9,9,0,printed,"Aug 11, 18",1979-09-11,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1552767939 nla.obj-1552768769 nla.obj-1593492362 nla.obj-1599249991 nla.obj-1599250168 nla.obj-1599250266
1979-08-18,hayden,opposition,43,24,33,19,11,11,0,printed,"Aug 11, 18",1979-09-11,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1552767939 nla.obj-1552768769 nla.obj-1593492362 nla.obj-1599249950 nla.obj-1599249991 nla.obj-1599250035 nla.obj-1599250168 nla.obj-1599250266
1979-08-26,fraser,pm,32,54,14,-22,4,4,0,printed,"1979 Aug 25,26",1979-09-11,nla.obj-1552767939 nla.obj-1552768769 nla.obj-1599249991 nla.obj-1599250168
1979-08-26,hayden,opposition,45,27,28,18,6,6,0,printed,"1979 Aug 25, 26",1979-09-11,nla.obj-1552767939 nla.obj-1552768769 nla.obj-1599249950 nla.obj-1599249991 nla.obj-1599250035 nla.obj-1599250168
1979-09-08,fraser,pm,32,53,15,-21,3,3,0,printed,"1979 Sept 1,8",1979-09-25,nla.obj-1552768769 nla.obj-1599249991 nla.obj-1599250168
1979-09-08,hayden,opposition,44,30,26,14,5,5,0,printed,"1979 Sept 1, 8",1979-09-25,nla.obj-1552768769 nla.obj-1599249950 nla.obj-1599249991 nla.obj-1599250035 nla.obj-1599250168
1979-09-22,fraser,pm,35,51,14,-16,1,1,0,printed,"Sept 15,22",1979-10-23,nla.obj-1599249991
1979-09-22,hayden,opposition,44,30,26,14,3,3,0,printed,"Sept 15,22",1979-10-09,nla.obj-1599249950 nla.obj-1599249991 nla.obj-1599250035
1979-10-06,fraser,pm,37,49,14,-12,7,7,0,printed,"Sept 29, Oct 6",1979-10-23,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1593492362 nla.obj-1599249991 nla.obj-1599250168 nla.obj-1599250266
1979-10-06,hayden,opposition,44,28,28,16,8,8,0,printed,"Sept 29, Oct 6",1979-10-23,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1593492362 nla.obj-1599249991 nla.obj-1599250035 nla.obj-1599250168 nla.obj-1599250266
1979-10-20,fraser,pm,32,54,14,-22,15,15,0,printed,"1979 Oct 13, 20",1979-11-27,nla.obj-1180214137 nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1280232477 nla.obj-1298795089 nla.obj-1303319476 nla.obj-1303440543 nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438900823 nla.obj-1444884093 nla.obj-1593492362 nla.obj-1599250168 nla.obj-1599250266
1979-10-20,hayden,opposition,42,30,28,12,17,17,0,printed,"1979 Oct 13,20",1979-11-06,nla.obj-1180214137 nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1280232477 nla.obj-1298795089 nla.obj-1303319476 nla.obj-1303440543 nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438810405 nla.obj-1438900823 nla.obj-1444884093 nla.obj-1593492362 nla.obj-1599250035 nla.obj-1599250168 nla.obj-1599250266
1979-11-03,fraser,pm,35,50,15,-15,4,4,0,printed,"Oct 27, Nov 3",1979-11-27,nla.obj-1276582577 nla.obj-1593492362 nla.obj-1599250168 nla.obj-1599250266
1979-11-03,hayden,opposition,43,29,28,14,4,4,0,printed,"Oct 27, Nov 3",1979-11-27,nla.obj-1276582577 nla.obj-1593492362 nla.obj-1599250168 nla.obj-1599250266
1979-11-17,fraser,pm,36,47,17,-11,5,5,0,printed,"Nov 10, 17",1979-12-11,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1593492362 nla.obj-1599250266
1979-11-17,hayden,opposition,38,30,32,8,5,5,0,printed,"Nov 10, 17",1979-12-11,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1593492362 nla.obj-1599250266
1979-12-01,fraser,pm,35,51,14,-16,4,4,0,printed,"Nov 24, Dec 1",1979-12-25,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1593492362
1979-12-01,hayden,opposition,43,32,25,11,4,4,0,printed,"Nov 24, Dec 1",1979-12-25,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1593492362
1979-12-15,fraser,pm,37,48,15,-11,5,5,0,printed,"Dec 8, 15",1980-01-15,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1280232477 nla.obj-1298795089
1979-12-15,hayden,opposition,43,31,26,12,4,4,0,printed,"Dec 8, 15",1980-01-15,nla.obj-1276582577 nla.obj-1276768105 nla.obj-1280172792 nla.obj-1298795089
1980-01-09,hayden,opposition,39,30,31,9,1,1,0,printed,"1980 Jan 12,9",1980-04-08,nla.obj-1298795089
1980-01-19,fraser,pm,40,42,18,-2,4,4,0,printed,"1980 Jan 12,19",1980-02-12,nla.obj-1276768105 nla.obj-1280172792 nla.obj-1280232477 nla.obj-1298795089
1980-01-19,hayden,opposition,39,30,31,9,2,2,0,printed,"1980 Jan 12,19",1980-02-12,nla.obj-1276768105 nla.obj-1280172792
1980-02-02,fraser,pm,42,43,15,-1,9,9,0,printed,"Jan 26, Feb 2",1980-03-25,nla.obj-1193173834 nla.obj-1280232477 nla.obj-1298795089 nla.obj-1303319476 nla.obj-1303440543 nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438900823 nla.obj-1444884093
1980-02-02,hayden,opposition,40,30,30,10,9,9,0,printed,"Jan 26, Feb 2",1980-04-08,nla.obj-1193173834 nla.obj-1298795089 nla.obj-1303319476 nla.obj-1303440543 nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438810405 nla.obj-1438900823 nla.obj-1444884093
1980-02-03,fraser,pm,42,43,15,-1,1,1,0,printed,"Feb 2, 3",1980-02-26,nla.obj-1280172792
1980-02-16,fraser,pm,40,43,17,-3,2,2,0,printed,"February 9,16",1980-03-25,nla.obj-1280232477 nla.obj-1298795089
1980-02-16,hayden,opposition,37,34,29,3,1,1,0,printed,"Feb 9,16",1980-04-08,nla.obj-1298795089
1980-03-01,fraser,pm,41,45,14,-4,8,8,0,printed,"Feb 23, Marl",1980-03-25,nla.obj-1193173834 nla.obj-1280232477 nla.obj-1298795089 nla.obj-1303319476 nla.obj-1356780955 nla.obj-1438475085 nla.obj-1438686809 nla.obj-1438900823
1980-03-01,hayden,opposition,39,35,26,4,8,8,0,printed,"Feb 23, Mar 1",1980-04-08,nla.obj-1193173834 nla.obj-1298795089 nla.obj-1303319476 nla.obj-1356780955 nla.obj-1438475085 nla.obj-1438686809 nla.obj-1438810405 nla.obj-1438900823
1980-03-15,fraser,pm,40,44,16,-4,6,6,0,printed,"March 8, 15",1980-04-08,nla.obj-1193173834 nla.obj-1298795089 nla.obj-1303319476 nla.obj-1356780955 nla.obj-1438475085 nla.obj-1438686809
1980-03-15,hayden,opposition,38,36,26,2,6,6,0,printed,"March 8, 15",1980-04-08,nla.obj-1193173834 nla.obj-1298795089 nla.obj-1303319476 nla.obj-1356780955 nla.obj-1438475085 nla.obj-1438686809
